,0
212,2.2547428864175637e-06
213,0.002300409003341142
214,8.078861887818753e-05
215,3.7622560250750806e-07
216,0.00023745879082837982
217,0.001982087814580753
218,4.143731604062943e-06
219,7.273200591256134e-05
220,5.315065879834424e-05
221,8.571639674060008e-06
222,0.0005847782819856117
223,2.058983674906542e-05
224,6.926416076335844e-07
225,1.860553166706203e-07
226,6.811831342689448e-05
227,8.450261747788955e-07
228,4.294998982256527e-07
229,6.170634700138156e-05
230,0.004160075531262098
231,0.0013044800204449116
232,1.2670662949147902e-05
233,0.0025744066490276728
234,0.0007315762068975768
235,0.0001844183214159217
236,9.874613538661498e-06
237,1.585265353484901e-06
238,0.0012725109689596386
239,0.008220144955503703
240,4.204746325754498e-06
241,1.7864432612233214e-06
242,3.647382790035565e-08
243,0.0008258737414816835
244,0.0008741761814447104
245,0.0005412680552810219
246,0.00023344033703579499
247,0.00018387844592907248
248,0.000410407214706569
249,6.689061764976318e-05
250,6.703884694472662e-05
251,3.700587113282916e-05
252,4.727245594209096e-06
253,6.927337904927203e-06
254,8.250583181469049e-05
255,1.6985609968172493e-05
256,3.229457088176881e-08
257,7.534592783932968e-08
258,3.142511237174243e-07
259,3.865950105669306e-08
260,2.5979704198630384e-05
261,1.3397358835475745e-06
262,9.016228375355068e-09
263,2.000862885056022e-06
264,0.0006656113309756855
265,4.187793809275804e-05
266,8.449759707492446e-06
267,4.665301319822317e-06
268,8.961254962100871e-05
269,8.55195627374901e-05
270,4.453056613522911e-05
271,5.370654567189999e-06
272,0.0017532097229069345
273,0.00016661838342916333
274,0.004622355070548591
275,0.00019589077027967614
276,4.251592143327467e-05
277,1.0326211358534501e-05
278,9.499651004963546e-07
279,2.562697356991961e-05
280,9.1215977946457e-10
281,1.7987146713012833e-09
282,0.0002733943493062211
283,0.8047874563291005
284,0.06463237582097475
285,0.03881300172247335
286,0.15564940400047675
287,0.09636434356360137
288,0.001615353876013757
289,0.49301530029291774
290,0.06768987612086258
291,0.002443842995036395
292,0.006250060717492164
293,0.34356893507659514
294,0.008801701898670638
295,0.00013737682059228003
296,7.16486437528744e-05
297,0.000194684425150186
298,0.0009297425863455546
299,0.0020237487666329578
300,0.0005518639941125203
301,2.3213763454387775e-05
302,0.00020720715574254313
303,0.004435502603472923
304,0.00027064370513131737
305,2.2921249489490404e-05
306,0.00038233863486201693
307,0.0009782108488726729
308,0.0016985535174483396
309,0.0005842966718907793
310,0.0002081256458921426
311,0.0002737484974222195
312,1.7727618202114298e-05
313,0.00024812897756660017
314,5.128704555716471e-05
315,9.828698631502382e-08
316,1.4048013962772904e-05
317,6.306831509355181e-05
318,2.0106458056610197e-05
319,6.341074016722329e-08
320,0.0005058511826513717
321,2.0073740008744524e-06
322,8.895742949640934e-08
323,9.324101601503143e-07
324,0.00013586964282943706
